company,industry1,industry2,city,state,description,pin,revenue,founded date,website,number of founder,founder1,founder2,founder3,employee,funding round,funding status,last funding date,last funding amt,last funding type,total funding amt,investor1,investor2,investor3,investor4,investor5,no of investor
Scraptap,Internet,Software,Hyderabad,Andhra Pradesh,Scraptape is a waste discovery platform technology.,500033,—,"Jun 11, 2015",scraptap.in/,1,Deepak Maurya,,,Nov-50,1,Seed,"Jan 1, 2019",—,Seed,—,AIM Smart City,,,,,1
Webtrafficindia.com,Internet of Things,SEO,New Delhi,Delhi,Webtrafficindia.com is India’s top digital marketing and SEO services company. We are based in New Delhi,110062,—,"May 21, 2015",www.webtrafficindia.com/,—,,,,51-100,1,—,"Jan 1, 2007",—,Venture - Series Unknown,—,Schibsted Growth,,,,,1
Grasshoppers!,E-Commerce,Handmade,Kolkata,West Bengal,Grasshoppers! is an E-Commerce portal for small publishers.,700034,$1M to $10M,2014,grasshoppers.in,1,Arunava Chatterjee,,,01-Oct,1,Seed,"Jun 13, 2013","$ 10,000.00",Seed,"$ 10,000.00",,,,,,—
Zocalo.in,Building Material,Marketplace,Gurgaon,Haryana,Zocalo.in is an online marketplace in real estate.,122002,—,2014,zocalo.in/,,,,,,,,,,,,,,,,,
"because of having heard and undergone the horrors of a house search (5 times in 3 years to be precise) and still being clueless on the way to go about finding the right accommodation. \\""Inspiration\""\""",—,—,,,1,—,,https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/zocalo,—,https://www.crunchbase.com/person/sidharth-rao,7,,,,,,,,,,,,,,,
MegaExams,Big Data,Education,Bangalore,Karnataka,MegaExams helps educators and students create assessments quickly.,560082,—,2015,www.megaexams.com,1,Prasanth Parameswaran,,,01-Oct,1,Seed,"Jan 1, 2019",—,Seed,—,Guild Capital,,,,,1
Sneed,Coworking,Ediscovery,Bangalore,Karnataka,Sneed -The Fastest and Easiest way to Find and Book your Workspace.,—,Less than $1M,Jun-15,sneed.in,2,Amit Prabhu,Ankit Sonthalia,,Nov-50,1,Seed,"Oct 20, 2019",—,Seed,—,,,,,,—
Xprep,E-Learning,EdTech,Delhi,Delhi,"XPrep provides a platform for tutors to engage students and parents, manage post-classroom activities, and order educational content.",—,—,2015,xprep.co/,—,,,,—,1,Seed,"Jan 4, 2018",—,Seed,—,Village Capital,,,,,1
OneClickwash,Internet,,Gurgaon,Haryana,"An ISB/IIM Startup in Gurgaon, OneClickWash is striving to change the concept ofhousehold laundry",—,—,2015,www.oneclickwash.com/,2,Srinivas Nudurupati,Vivek Iyer,,Nov-50,1,M&A,"Mar 21, 2016",—,Seed,—,Unitus Ventures,,,,,1
Healthsaathi Lifecare,Health Care,,Visakhapatnam,Andhra Pradesh,Healthsaathi Lifecare is an application that provides information on predective and preventive health measures.,—,$1M to $10M,2015,healthsaathi.com/,2,Bhyrav Murthy,Raja Pentakota,,01-Oct,1,Seed,"Jun 20, 2015",—,Seed,—,Govin Capital Pte Ltd,,,,,1
Lattice Innovations,Hardware,Product Design,Delhi,Delhi,"Lattice Innovations offers product design services in both hardware and software for medical devices, healthcare IT, and life sciences.",—,—,"Jan 1, 2014",www.thelattice.in/,2,Sahil Mehta,Soura Bhattacharyya,,Nov-50,1,Seed,"Jan 1, 2016",—,Seed,—,FusionX Ventures,,,,,1
Pictor Imaging,Computer Vision,Machine Learning,Mumbai,Maharashtra,"At Pictor, all come to work every day because we want to solve the biggest problem in product imaging.",400086,—,2015,www.getpictor.com/,4,Akshay Sathaye,Gaurav Raj,Neelesh Soni,Nov-50,1,Seed,"Nov 18, 2016",—,Seed,—,Quarizon,,,,,1
DOT1 Solutions,Consulting,Management Consulting,Mumbai,Maharashtra,"DOT1 Solutions is a management consulting, technology services, and business transformation outsourcing company.",—,—,"Jan 1, 2014",www.dot1.in/,2,Ankur Sugha,Sanjay Hiranandani,,51-100,1,Private Equity,"Mar 7, 2015",—,Private Equity,—,Crest Ventures,,,,,1
NexGear,Mobile,Wearables,Mumbai,Maharashtra,Changing the way you capture & share your adventures,400072,Less than $1M,"Oct 1, 2014",www.nexgear.co/,2,Amardeep Singh,Rahul Vats,,Nov-50,1,Seed,"Jan 1, 2015",—,Angel,—,growX ventures,Powai Lake Ventures,,,,2
Kolabro,CRM,Information Technology,Gurgaon,Haryana,Kolabro is a technology platform for real estate brokers,122002,Less than $1M,2014,kolabro.com,3,Biju Menon,Dinesh Gadge,Himanshu Bhagat,01-Oct,1,Seed,"Dec 24, 2015",—,Angel,—,Umang Kumar,Ruchir Arora,,,,2
SPECTRA VR,3D Technology,Advertising,Mumbai,Maharashtra,SpectraVR is a Virtual Reality Media Production and Technology Startup,400025,$1M to $10M,2015,www.spectravr.com/,1,Sushant Baliga,,,01-Oct,1,Seed,"Jul 6, 2016",—,Seed,—,Rothenberg Ventures,,,,,1
SunTerrace,Energy,Industrial,Gurgaon,Haryana,Sun is the most abundant and the cleanest source of energy in the universe.,122 001,Less than $1M,2014,www.sunterrace.in,2,Sanjay Bhasin,Vinay Rustagi,,01-Oct,1,Seed,"May 19, 2015",—,Seed,—,Sunergy Investors,,,,,1
Renowala,,,Hyderabad,Andhra Pradesh,Renowala.com will take the Indian Home Improvement Service industry to a new higher level .,500 016,—,2015,renowala.com/,1,Joshua Kumar,,,Nov-50,2,Seed,"Aug 31, 2016",—,Angel,—,Logtally,Pradeep Dhobale,,,,2
Vehico,Automotive,Industrial,Bangalore,Karnataka,Vehico develops Internet of Things (IoT) solutions for the automobile industry,560036,Less than $1M,2015,www.metaiot.com/,1,Abhishek Chatterjee,,,01-Oct,1,Seed,"Dec 7, 2016",—,Angel,—,Calcutta Angels,Applyifi,,,,2
Vlurn,E-Learning,EdTech,Mumbai,Maharashtra,An integrated online education platform offering quality self-paced courses from best trainers accessible to all across diverse categories.,400 062,$1M to $10M,"Oct 1, 2014",www.vlurn.com,2,Ashutosh Prajapati,Mithil Pawar,,Nov-50,1,Seed,"Dec 7, 2015",—,Seed,—,Vidyadhar Sarfare,,,,,1
Propchill,Real Estate,Real Estate Investment,Gurgaon,Haryana,"Select Property the Smart way, through Analysis, Comparatives, Graphology",122018,$1M to $10M,"Jan 1, 2014",www.propchill.com/,2,Ravi Saini,Sameer Kanwar,,Nov-50,1,Seed,"Apr 20, 2016",—,Seed,—,,,,,,—
FeetApart,Fitness,Mobile Apps,Bangalore,Karnataka,FeetApart offers a web platform and mobile app that induces employee well-being in an organization’s core.,560048,—,2014,feetapart.com/,2,Abhishek Roy,Ashrith GopalaKrishna,,01-Oct,1,Seed,"Feb 24, 2016",—,Angel,—,Ashutosh Saxena,Vishal Bali,,,,2
Web Visitors,Advertising,CRM,Faridabad,Haryana,Web Visitors is a premier Digital Marketing company offering diversified solutions to help organization around the world.,—,Less than $1M,2014,www.webvisitors.co.in/,1,Kumar Vivek,,,Nov-50,1,Seed,"Jan 10, 2015",—,Seed,—,Kumar Vivek,,,,,1
OyoFit,Fitness,Health Care,Bangalore,Karnataka,Bangalore based fitness club,—,—,2015,oyofit.com/,2,Ruchir Garg,Shivank Agarwal,,01-Oct,1,M&A,"Apr 20, 2016",—,Angel,—,MD Wep,RN Agarwal,,,,2
cloudacar.org,Internet,,Aundh,Maharashtra,Cloudacar is a new social commute platform to build community of smart and responsible commuters for better tomorrow.,411007,$1M to $10M,2015,cloudacar.org/,2,Atul Chawla,Rishabh Kumar Sawansukha,,Nov-50,1,Seed,"Mar 8, 2016",—,Seed,—,Amit Choudhary,Anuj Puri,,,,2
Pinwi,Education,iOS,Delhi,Delhi,Pinwi is a data-driven mobile app for smart parenting,—,—,2015,www.pinwi.in,2,Ankit Kesarwani,Rachna Khanna,,01-Oct,1,Seed,"Dec 8, 2016",—,Seed,—,Mothers,,,,,1
Stonesoup,Environmental Consulting,Waste Management,,,Stonesoup is a waste management company.,560102,—,2015,stonesoup.in/,1,Karnataka,India,Asia-Pacific (APAC),1,Seed,"Jan 1, 2019",—,Seed,—,1,Smita Kulkarni,,,,,
Glowpink,Communities,E-Commerce,Bengaluru,Karnataka,Glowpink creates botanical active ingredients for skin care solutions.,560049,—,2015,www.glowpink.com,2,Anushri Kocher,Himanshu Malik,,01-Oct,1,Seed,"Jan 1, 2019",—,Seed,—,The Morpheus,,,,,1
Duffl - Relove Fashion,E-Commerce,Marketplace,Bangalore,Karnataka,Duffl is an Indian peer to peer fashion resale and rental marketplace.,560038,Less than $1M,"Dec 10, 2014",theduffl.com/,2,Mithun Chandra,Nisha Pratab Khatwani,,01-Oct,1,Seed,"Jun 14, 2016",—,Angel,—,BetOnIndia Technlogy,,,,,1
Oxystarter,Bitcoin,Blockchain,Hyderabad,Andhra Pradesh,"WEB 3.0 DEFI PLATFORM FOR NFT'S, LAUNCHPAD, SWAPPING, AND STAKING.",500081,—,"Mar 27, 2014",oxystarter.io/,—,,,,01-Oct,1,Seed,"Jul 4, 2021",—,Seed,—,,,,,,—
Athena Lifesciences,Beauty,Consumer Goods,Ahmedabad,Gujarat,"Athena Lifesciences is a consumer product company that distributes and markets beauty, health and wellness products in India.",380015,—,2014,www.athenalife.com,—,,,,51-100,1,—,"May 1, 2016",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Hazel Realty,Real Estate,,Chennai,Tamil Nadu,Hazel Realty is a real estate agency that provides educational institutions and supermarkets.,600071,$1M to $10M,2014,hazelproject.in/,1,Jared Hazell,,,01-Oct,1,—,"Aug 10, 2014",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Fundamentor,Analytics,E-Learning,Pune,Maharashtra,Fundamentor is an innovative web application that enhances the Quantitative,411001,—,2014,www.fundamentor.com/,2,Ankur Vohra,BHARGAVI A.R,,01-Oct,1,Seed,"May 18, 2016",—,Seed,—,Paratus Knowledge Ventures,,,,,1
Brelo,Automotive,Security,Bangalore,Karnataka,Brelo is a home automation and connected security based startup company.,—,—,2014,audoce.wixsite.com/brelo,—,,,,01-Oct,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,RevvX Hardware / IOT Accelerator,,,,,1
MyHotelLine,Hospitality,Information Technology,Noida,Uttar Pradesh,MyHotelLine is a hospitality technology company that offers technology implementation and impeccable software solutions.,201301,$10M to $50M,2014,www.myhotelline.com/,—,,,,Nov-50,1,Seed,"Jan 27, 2014",—,Seed,—,,,,,,—
RegisterMyMarriage,Consumer,Service Industry,Haryana,Haryana,Online Marriage Registration Services,122016,$1M to $10M,2014,www.registermymarriage.com/,2,Ankur Arun,Gaurav Sharma,,01-Oct,1,Seed,"Jan 31, 2017",—,Seed,—,Mumbai Angels,Praveen Dubey,,,,2
Fieldomobify,Information Technology,Real Time,Pune,Maharashtra,Field Servie Management Software,411029,$1M to $10M,"Feb 1, 2014",www.fieldomobify.com,1,Shridhar Awate,,,Nov-50,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,GenNext Ventures,,,,,1
BikeCleanse,Automotive,Machinery Manufacturing,Worli,Maharashtra,BikeCleanse is a designer and developer of automatic bike wash machines.,—,—,"Jan 1, 2015",bikecleanse.com/,1,Arnav Shah,,,01-Oct,1,Seed,"Mar 5, 2016",—,Seed,—,Apurva Salarpuria,Satveer Singh Thakral,Sidharth Pansari,Sohil Shah,,4
TravHQ,News,Travel,Noida,Uttar Pradesh,TravHQ is a travel and tourism news publishing company.,201307,Less than $1M,Jul-15,www.travhq.com,1,Sunny Jindal,,,01-Oct,1,Seed,"Aug 5, 2016",—,Seed,—,Travel Startups Incubator,,,,,1
The Indian Iris,Consulting,Management Consulting,Noida,Uttar Pradesh,Just like an iris controls the light levels inside the eye making it possible for us to see the outside world,201301,$1M to $10M,2015,theindianiris.com,1,Narayan Singh Rao,,,Nov-50,1,Seed,"Jun 20, 2016",—,Angel,—,Timbru Ventures,,,,,1
Bandbaajaaa,Beauty,Internet,Noida,Uttar Pradesh,Bandbaajaaa is an online shop portal for your wedding planning and your dream destination wedding.,201301,—,2015,www.bandbaajaa.com,1,Sachin Singhal,,,Nov-50,1,Early Stage Venture,"Dec 18, 2015",—,Series A,—,CerraCap Ventures,,,,,1
Agastya Buoyant,,,Kharagpur,West Bengal,Agastya Buoyant has designed the Trash Boom which helps to control floating solid wastes and regulates the growth of weeds in water bodies.,721301,—,2015,www.agastyabuoyant.com/,1,PRANTIK SINHA,,,01-Oct,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,IIM Calcutta Innovation Park,,,,,1
HealthMir,Artificial Intelligence (AI),Fitness,New Delhi,Delhi,HealthMir is a Artificial intelligence-driven health content.,110017,Less than $1M,2015,www.healthmir.com/,4,Abhash Kumar,Kshitiz Ghatole,Rohit Gupta,01-Oct,1,Seed,"May 5, 2017",—,Seed,—,Nimit Panigrahi,,,,,1
Taleho,Real Estate,Real Estate Investment,Mumbai,Maharashtra,"Taleho is a social network for real estate that fosters exchange of real unbiased content about people, places, and properties.",—,—,2015,www.taleho.com,4,Aakash Bansal,Anuj Gupta,Nikesh Savla,01-Oct,1,Seed,"Oct 20, 2016",—,Seed,—,thinQbate,,,,,1
Nactus,E-Learning,Education,Jaipur,Rajasthan,Explore qualified & easily accessible professional tutors to make learning Impactful,302021,Less than $1M,2015,www.nactus.com/,1,Rohit Dusad,,,01-Oct,1,Seed,"Mar 3, 2017",—,Angel,—,UBS,Sandeep Agarwal,Gautam Chhaochharia,R Balachandar,,4
Frulix,Virtual Reality,,Bangalore,Karnataka,VR Story Platform,560076,—,"Apr 10, 2015",www.frulix.com,3,Anurag Syal,Himanshu Mukat,Rajat Mann,01-Oct,1,Seed,"Jun 1, 2015",—,Seed,—,,,,,,—
Codemojo,Information Services,Information Technology,Bangalore,Karnataka,Codemojo offers Fully managed pre-built white labelled components (APIs) for customer engagement.,—,—,"Feb 14, 2015",www.codemojo.io,2,Shoaib Mohammed,Vijay Krishna,,01-Oct,2,—,"Jan 1, 2019",—,Venture - Series Unknown,—,GenNext Ventures,CIO Angel Network,,,,2
Focus Digit,E-Commerce,Online Portals,Noida,Uttar Pradesh,FocusDigit provides end-to-end solutions for sellers to simplify their online journey and optimize their sales potential.,201301,—,2015,myappstore.us/focusdigit/,1,Aditya Aggarwal,,,01-Oct,1,Seed,"Dec 17, 2015",—,Angel,—,TurningIdeas Ventures,,,,,1
LSKDM,Education,Training,New Delhi,Delhi,LSKDM is a digital marketing Training Institute.,—,—,2015,www.lskdm.in/,1,Rahul Kumar,,,Nov-50,1,Seed,"Apr 14, 2015",—,Pre-Seed,—,,,,,,—
Tauro Wealth,Financial Services,FinTech,Bengaluru,Karnataka,Tauro Wealth is a Bangalore based Company.,560037,$1M to $10M,2015,www.taurowealth.com/,2,Anand Vivek Srivastava,Harsh Vardhan Singh,,01-Oct,1,Seed,"Feb 29, 2016",—,Seed,—,Tracxn labs,,,,,1
Brthe,Big Data,E-Commerce,Hyderabad,Andhra Pradesh,Brthe is a website for online shopping companion rolled into a browser extension.,500032,—,"Oct 28, 2014",brthe.co,2,Aneeq Dholakia,Ravneet Singh,,01-Oct,1,Seed,"Oct 30, 2014",—,Seed,—,AngelHack,,,,,1
YoRide,Apps,Software,Bangalore,Karnataka,"YoRide Is Just The App You Need To Get Around The City In A Safe, Easy And Cost-Effective Manner.",—,—,"Jan 1, 2014",www.yoride.co/,3,Murali Tirupati,Rohit Pai,S. Sushma,01-Oct,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,Auto Nebula Capital Advisers Private Limited,GenNext Ventures,,,,2
ThoughtNIdea Software Solutions Pvt Ltd,Information Technology,Mobile,Bangalore,Karnataka,We are one-stop solution for web and mobile development.,560016,Less than $1M,"Jun 21, 2015",www.thoughtandidea.com,1,Anil Menon,,,01-Oct,1,Seed,"Dec 3, 2015",—,Angel,—,,,,,,—
Hugefly Techonologies,E-Commerce,Machine Learning,Pune,Maharashtra,"Hugefly which provides wesbite search, recommendation & personalization services to eCommerce firms",411045,$1M to $10M,"Mar 9, 2015",hugefly.com/,2,Amit Chaudhari,Dhruv Chaudhari,,Nov-50,1,Seed,"Sep 29, 2015",—,Angel,—,Mohit Gulati,Mayank Singhal,Raj Iyer,,,3
Greenon Energy Pvt. Ltd.,,,New Delhi,Delhi,"Greenon Energy provides solutions engineered to help our customers reap the benefits of clean, efficient, and cost-effective solar energy",110019,—,"Jan 30, 2015",greenonenergy.in/,3,Arnab Basu,Bhaskar Basu,Sourabh Tomar,01-Oct,1,—,"Jan 30, 2023",—,Venture - Series Unknown,—,,,,,,—
Mishtag,Advertising Platforms,Analytics,Dwarka,Gujarat,mishTag is a shopping Q&A app that bills itself as the ‘Quora for shopping,110075,—,2015,www.mishtag.co/,1,Pushpendra Thakur,,,01-Oct,1,Seed,"Apr 21, 2016",—,Angel,—,SVG Media,Anthill Ventures,M & Y Growth Partners,,,3
butterflyapp,E-Commerce,Information Technology,Delhi,Delhi,Butterfly is an online marketplace for extra curricular activities,—,$1M to $10M,2014,www.butterflyapp.net/,1,Luv Gupta,,,Nov-50,1,Seed,"Dec 1, 2015",—,Angel,—,,,,,,—
Couponhaat,Coupons,E-Commerce,New Delhi,Delhi,Couponhaat mission is to provide the best deals in India. Search and Browse the latest and most popular deal and save time & money!,—,$1M to $10M,2015,www.couponhaat.in/,1,Vipin Kumar Yadav,,,51-100,1,Seed,"Feb 27, 2017",—,Seed,—,Axel Wawrina,,,,,1
Medicodeal,Health Care,Health Diagnostics,Gurgaon,Haryana,A trusted online platform for complete healthcare solutions. We have digitized healthcare to provide transparency to our customers.,—,—,"Jun 6, 2015",www.medicodeal.com/,2,Divyanshu Goswami,Monis Yousuf,,01-Oct,1,Seed,"Feb 27, 2016",—,Seed,—,,,,,,—
Voola,Mobile,Video,Hyderabad,Andhra Pradesh,Voola is an all-in-one video sharing app.,500084,Less than $1M,"Aug 1, 2015",www.voola.me,2,Gourav Das,Ruchika Kar,,01-Oct,1,Seed,"Dec 11, 2015",—,Seed,—,Applyifi,,,,,1
Phonate Technologies,Consulting,Information Technology,Fatehpur,Uttar Pradesh,"Information technology consulting company, Provides Enterprise IT solution",212601,$1M to $10M,"Nov 3, 2014",www.phonatetech.com,2,Divyanshu Nishad,Himanshu Nishad,,Nov-50,1,Seed,"Jan 1, 2016",—,Angel,—,,,,,,—
RAHI Care,Fitness,Health Care,Chandigarh,Chandigarh,RAHI Care is a Health Care company.,—,—,"Jun 27, 2014",www.rahicare.com,—,,,,Nov-50,1,Seed,"Oct 22, 2018",—,Seed,—,,,,,,—
Fiticket,Android,Apps,Mumbai,Maharashtra,Fiticket  is a fitness company.,400088,—,2015,fiticket.com/,1,Sagar Krishnani,,,Nov-50,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,GenNext Ventures,,,,,1
FLIT,E-Commerce,Fashion,Bangalore,Karnataka,"FLIT is a mobile startup, helping mobile users and small businesses connect with each other.",560018,—,"Aug 1, 2014",www.flit.in/,1,Sachin Vasanth Shenoy,,,Nov-50,1,—,"Mar 1, 2016",—,Venture - Series Unknown,—,Brand Capital,,,,,1
The Parfait Co,Food and Beverage,Manufacturing,Mumbai,Maharashtra,The Parfait Co is a Mumbai-based dessert maker and manufacturer.,400011,—,"Oct 1, 2014",theparfaitco.com,1,Sharmeen Indorewala,,,01-Oct,1,Seed,"Aug 17, 2017",—,Seed,—,Mumbai Angels,,,,,1
Bee Basket Enterprises,Agriculture,Business Information Systems,Pune,Maharashtra,Bee Basket is a conservation and protection of honey bees in a scientific way.,411058,—,2014,www.beebasket.in,1,Amit Godse,,,01-Oct,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,IIM Calcutta Innovation Park,,,,,1
NxtGizmo,Transportation,,Pune,Maharashtra,NxtGizmo is a future that is connected and aware of everything around.,—,—,2015,www.nxtgizmo.com,1,Himanshu Karia,,,—,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,Auto Nebula Capital Advisers Private Limited,,,,,1
Bucker,E-Commerce,Information Services,Hyderabad,Andhra Pradesh,"Bucker, earlier Breathe, is a mobile-based price comparison platform for online shopping, cab booking, recharges, flight booking and other.",—,—,2015,www.bucker.in/,—,,,,01-Oct,1,Seed,"Jan 12, 2016",—,Seed,—,50K Ventures,,,,,1
AmazAntz Solutions,E-Learning,Web Design,Kolkata,West Bengal,AmazAntz is a fast growing organization which uses e-leaning method for it's employees.,700 029,—,2014,www.amazantz.com,3,Anupam Dasgupta,Atanu Chowdhury,Imran Ahmed,Nov-50,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,IIM Calcutta Innovation Park,,,,,1
EnEXL Technologies,Software,,Bangalore,Karnataka,enEXL is an enterprise mobility consultation and solutions provider that offers services for businesses which use pre-designed components.,560071,$1M to $10M,2014,www.enexl.com/,1,Pavan Panchamukhi,,,Nov-50,1,—,"Apr 1, 2015",—,Venture - Series Unknown,—,Excubator,,,,,1
ThingsCloud,Internet of Things,Solar,Bengalooru,Karnataka,"Clean, Connected and Controllable devices",560102,Less than $1M,2015,thethingscloud.com/,2,Amruth Puttappa,Anusheel N.,,01-Oct,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,RevvX Hardware / IOT Accelerator,,,,,1
