company,industry1,industry2,city,state,description,pin,revenue,founded date,website,number of founder,founder1,employee,funding round,funding status,last funding date,last funding amt,last funding type,total funding amt,investor1,investor2,investor3,investor4,investor5,no of investor
Sattva,Freight Service,Logistics,Chennai,Tamil Nadu,Sattva is a logistics company that provides supply chain solutions.,—,—,"Jan 1, 1998",www.sattva.in/,1,S. Santhanam,101-250,2,—,"Nov 1, 2008","₹400,000,000",Venture - Series Unknown,"₹468,000,000",Eredene Capital PLC,,,,,1
ITFinity,Communications Infrastructure,ISP,Colaba,Maharashtra,ITFinity is a wireless Internet company.,400005,—,1999,www.itfinity.com/,—,,Nov-50,1,M&A,"May 12, 2000",—,Angel,—,,,,,,—
Concrete Builders,Residential,,Mumbai,Maharashtra,At Radiance they are focused on creating quality residential spaces to live and enjoy.,400 705,Less than $1M,1986,www.concretebuilders.co.in/,1,Mr. Suresh G. Wadhwa,Nov-50,1,—,"Jan 15, 2014",—,Venture - Series Unknown,—,Brand Capital,,,,,1
CovaiCare,Communities,Construction,Coimbatore,Tamil Nadu,CovaiCare are pioneers in retirement homes and assisted care services since 2004 in many cities of india.,641004,—,2001,www.covaicare.com/,1,Colonel Achal Sridharan,51-100,1,—,"May 1, 2011",—,Venture - Series Unknown,—,Brand Capital,,,,,1
JVL Agro,Food Processing,Manufacturing,Varanasi,Uttar Pradesh,JVL Agro is capitalising on this transformation by making timely investments and widening its product portfolio.,221001,—,1989,www.jvlagro.com/,2,Mr. D. N. Jhunjhunwala,101-250,1,IPO,"Jan 1, 2013",—,Venture - Series Unknown,—,Brand Capital,,,,,1
BASIX Krishi Samruddhi,Farming,,Koti,Himachal Pradesh,ASIX Krishi delivers affordable extension services to smallholder farmers in India.,500001,$10M to $50M,1996,www.basixindia.com/index.php,1,Vijay Mahajan,10001+,1,—,"May 11, 2012","₹90,000,000",Venture - Series Unknown,"₹90,000,000",Acumen,,,,,1
Neo Dynamics,Consulting,Information Technology,Kolkata,West Bengal,"Neo Dynamics is an Information Technology Company providing Business Consulting, Enterprise & Web Solutions",700071,—,1987,neodynamics.com,—,,Nov-50,1,—,"Jun 23, 2014",—,Venture - Series Unknown,—,Brand Capital,,,,,1
SLEEPINS,Apparel,Fashion,Pune,Maharashtra,Sleepins Apparels manufactures and markets apparel for women and children.,—,$1M to $10M,2002,www.sleepins.com,1,Kishor Chhabria,51-100,1,—,"Oct 8, 2007",—,Venture - Series Unknown,—,Brand Capital,,,,,1
ADHPL,Energy,Energy Management,Manali,Himachal Pradesh,ADHPL is a hydroelectric power plant in Himachal Pradesh.,—,—,"Jan 1, 2003",adhydropower.com/,—,,Nov-50,1,Private Equity,"Jan 28, 2010","$15,000,000",Private Equity,"$15,000,000",International Finance Corporation,,,,,1
Ark Builders,Real Estate,,Hyderabad,Andhra Pradesh,ARK began its successful journey as an integrated construction and infrastructure development company.,—,$10M to $50M,1989,www.arkbuilders.in,—,,Nov-50,1,—,"Jan 21, 2012",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Sangath IPL,Real Estate,,Ahmedabad,Gujarat,The name adorning the landscapes of Ahmedabad with beautifully constructed pieces of architecture for over 30 years.,—,—,1981,www.sangathipl.com,—,,51-100,1,—,"Dec 1, 2013",—,Venture - Series Unknown,—,Brand Capital,,,,,1
SEAC,Real Estate,,New Delhi,Delhi,SEAC group possesses requisite in-house expertise for multiple domains ranging from Tourism to Technology.,—,$50M to $100M,1988,seac.co.in/,—,,501-1000,1,—,"Feb 26, 2015",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Vedic Realty,Real Estate,,Kolkata,West Bengal,Vedic Realty dared to think literally out of the box. They redefined luxury and created lifestyles to aspire for.,700017,—,1996,www.vedicrealty.com/,1,Partha Mukhopadhyay,101-250,1,—,"Jan 1, 2011",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Wilson Sandhu Logistics,Logistics,Shipping Broker,Mumbai,Maharashtra,Wilson Sandhu Logistics is a cargo movement services company that focuses on automobile sector.,400 099,—,1990,www.wilsonsandhu.net/,1,R. S. Sandhu,251-500,1,Private Equity,"Apr 24, 2008","₹400,000,000",Private Equity,"₹400,000,000",Blue River Capital,,,,,1
Pratham Properties,Construction,Real Estate,Ahmedabad,Gujarat,Pratham Properties is a real estate and construction company.,—,Less than $1M,2000,pratham.com,—,,501-1000,1,—,"Nov 20, 2011",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Shield Healthcare,Health Care,Medical,Chennai,Tamil Nadu,Shield Healthcare is a gynaecology based pharmaceutical company.,—,—,"Jan 1, 2003",www.shieldhealthcare.co.in/,1,R L Mahadevan,Nov-50,1,Private Equity,"Apr 16, 2013","₹218,200,000",Private Equity,"₹218,200,000",Fulcrum Venture India,,,,,1
Shriram SEPL Composites,Construction,Industrial Engineering,Chennai,Tamil Nadu,"Shriram SEPL is involved in design, manufacture, supply, and Installation of GRP products such as Pipes, Fittings, Tanks and Cylinders.",600 008,—,1997,shriramsepl.in/,1,Prasad T.N.,Nov-50,1,Private Equity,"Jun 26, 2008",—,Private Equity,—,Frontline Strategy,,,,,1
Elbit Medical Diagnostics,Health Care,Health Diagnostics,Hyderabad,Andhra Pradesh,Elbit Medical Diagnostics provides medical and medical diagnostics services.,—,—,"Jan 1, 1995",www.elbitdiagnostics.net/,1,LATE SHRI M.P CHARY,Nov-50,1,—,"Jun 1, 2006",—,Venture - Series Unknown,—,VenturEast,,,,,1
Haware Engineers & Builders,Real Estate,,Mumbai,Maharashtra,"Haware Engineers & Builders is a privately owned real estate development, construction and marketing company with offices in Navi Mumbai.",400 705,—,1994,www.haware.com/,1,Satish Haware,251-500,1,—,"Aug 1, 2008",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Saraya,Agriculture,Food and Beverage,New Delhi,Delhi,Saraya is a sugar and liquor producer company.,—,—,"Jan 1, 1956",www.sarayagroup.com/,—,,1001-5000,1,—,"Jan 1, 2006","₹887,000,000",Venture - Series Unknown,"₹887,000,000",Clearwater Capital Partners LLC,,,,,1
VJive,Advertising,Broadcasting,Bandra,Maharashtra,VJive is a Mumbai-based broadband media and digital signage network.,—,—,2004,www.vjive.net,—,,01-Oct,1,—,"Jan 4, 2007","$22,600,000",Venture - Series Unknown,"$22,600,000",Matrix Partners India,,,,,1
SKIL Infrastructure,Construction,Infrastructure,Mumbai,Maharashtra,"SKIL Infrastructure is an infrastructure development company that develops seaport, logistics, railway, and asset construction yard.",—,—,"Feb 20, 1990",www.skilgroup.co.in/,1,Bhavesh Gandhi,101-250,1,Private Equity,"Oct 1, 2007","₹900,000,000",Private Equity,"₹900,000,000",Citadel,,,,,1
Ishwar Parmar Group,Construction,Real Estate,Pune,Maharashtra,"Ishwar Parmar Group is a 37 year old construction company with a vision for city planning, construction and infrastructure development.",411 001,$1M to $10M,1976,www.ishwarparmargroup.com/,—,,501-1000,1,—,"Aug 26, 2013",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Beams Hospital,Health Care,Hospital,Bangalore,Karnataka,Beams Hospital specializes in laparoscopy and health care services.,—,—,"Jan 1, 1995",www.beamshospitals.com/,1,Rakesh Sinha,51-100,1,M&A,"Dec 1, 2011","₹50,000,000",Private Equity,"₹50,000,000",Ambit Pragma Ventures,,,,,1
Worldzen Holdings,Consulting,Financial Services,Bangalore,Karnataka,"Worldzen Holdings provides consulting and business process outsourcing services in financial services, insurance, and healthcare industries.",—,—,2001,,—,,—,1,—,"Feb 11, 2003","$4,000,000",Venture - Series Unknown,"$4,000,000",The Carlyle Group,,,,,1
Miditech,Film,Media and Entertainment,Delhi,Delhi,Miditech is a film and television production company.,—,—,"Jan 1, 1993",www.miditech.tv/,2,Nikhil J Alva,101-250,1,—,"May 1, 2002","₹122,500,000",Venture - Series Unknown,"₹122,500,000",ICICI Venture,,,,,1
Artheon Electronics,Consumer Electronics,Electronics,Mumbai,Maharashtra,Artheon Electronics is a manufacturer of electronics.,—,—,"Jan 1, 1986",www.artheonelec.com/,—,,Nov-50,1,Private Equity,"Mar 1, 2010",—,Private Equity,—,Swedfund International,,,,,1
Royalimages.in,Financial Services,,Chennai,Tamil Nadu,"With the largest number of Credit Card EMI options as well as Loan based EMI options in one solution, OnEMI can help you grow your business.",600031,—,"Nov 27, 1998",www.royalimages.in,1,ABHIJIT BHANDARI,51-100,1,—,"Oct 1, 2011",—,Venture - Series Unknown,—,VenturEast,,,,,1
M.E Energy,Energy,Energy Efficiency,Pune,Maharashtra,M.E Energy is a waste heat recovery solutions provider that manufactures related products including hot air and hot water generators.,412105,$1M to $10M,1998,www.meenergy.com/,1,Sudhir Bharale,—,1,M&A,"Apr 28, 2016",—,Private Equity,—,Helix Investments,,,,,1
Techpro Engineers Pvt. Ltd.,Infrastructure,,Delhi,Delhi,Techpro Engineers Pvt. Ltd is an engaged in small EPC projects for a diverse range of infrastructure applications.,110092,—,2002,www.techproindia.com,1,Arvind Garg,Nov-50,1,Private Equity,"Aug 1, 2010",—,Private Equity,—,Avigo Capital Inc,,,,,1
Maple Shelters,Real Estate,,Pune,Maharashtra,"Maple Shelters is a new-age real estate enterprise that is built on the pillars of quality, innovation, trust and transparency.",411005,—,1997,mapleshelters.com/,1,Sachin Agarwal,51-100,1,—,"Feb 1, 2014",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Bhayana Builders,Commercial,Construction,New Delhi,Delhi,"Bhayana Builders offers residential, commercial, industrial and other construction services.",—,—,"Jan 1, 1979",www.bhayanagroup.com/,2,Nitin Bhayana,Nov-50,1,Private Equity,"May 1, 2008","₹300,000,000",Private Equity,"₹300,000,000",Beacon India Private Equity Fund,,,,,1
IDEB Parkway Holdings,Digital Marketing,Marketing,Bangalore,Karnataka,IDEB Parkway Holdings is a property development and marketing company.,560025,—,1995,www.parkwaygroup.in,—,,—,1,—,"Sep 1, 2008",—,Venture - Series Unknown,—,Brand Capital,,,,,1
SG Estates,Real Estate,,New Delhi,Delhi,The company is in the Construction Business for the last 27 years and has been providing Space solutions to people in different segments.,110008,—,1986,www.sgestates.in,—,,51-100,1,—,"Jul 1, 2008",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Dighi Port,Logistics,Ports and Harbors,Mumbai,Maharashtra,"Dighi Port offers cargo handling, direct berthing, stockyards, and warehousing services.",—,—,"Jan 1, 2000",www.dighiport.in/,1,Vijay Kalantri,51-100,1,Private Equity,"Oct 1, 2010","₹1,000,000,000",Private Equity,"₹1,000,000,000",IL&FS Investment Managers,,,,,1
Lotus Eye Hospital and Institute,Health Care,Hospital,Coimbatore,Tamil Nadu,Lotus Eye Hospital and Institute,641014,—,1993,www.lotuseye.org/,1,S. K. Sundaramoorthy,51-100,1,IPO,"Jan 1, 2008",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Webshastra,Analytics,Internet,Bangalore,Karnataka,"Webshastra is a full service, focused Internet marketing services company.",560071,—,2000,www.webshastra.com/,1,Kiran Gopinath,101-250,1,M&A,"Dec 14, 2005","$10,000,000",Series A,"$10,000,000",Warburg Pincus,,,,,1
Cepha Imaging,Publishing,,Mumbai,Maharashtra,Cepha Imaging is a publishing company,400072,—,"Dec 3, 1999",,—,,Nov-50,1,Private Equity,"Dec 1, 2005",—,Private Equity,—,MAPE Advisory Group,,,,,1
Samiah International Builders,Real Estate,,New Delhi,Delhi,Samiah International Builders is a real estate company.,110025,Less than $1M,2003,www.samiah.co.in/,1,Jamil A Khan,51-100,1,—,"Sep 12, 2008",—,Venture - Series Unknown,—,Brand Capital,,,,,1
George Edcare,Education,,Kolkata,West Bengal,"George Edcare is a foreign education enabler, preparing aspirants for international qualifying examinations.",700 025,$1M to $10M,1999,www.georgeedcare.com,—,,01-Oct,1,—,"Dec 1, 2012",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Smith Therm,Manufacturing,,Giridih,Jharkhand,Smith Therm is an emerging leader in the manufacturing sector.,815301,$1M to $10M,1978,www.smiththerm.com,—,,51-100,1,—,"Jun 10, 2015",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Sterling Developers,Real Estate,,Bangalore,Karnataka,Sterling Developers is one of the leadin,560001,Less than $1M,1983,sterlingdevelopers.com,1,Gowri Sastri,51-100,1,—,"Apr 1, 2011",—,Venture - Series Unknown,—,Brand Capital,,,,,1
NRDL,Real Estate,,Mumbai,Maharashtra,"The basic necessity to the masses, across India and globally. And, in short span of time the company has scaled the height of success.",400 058,—,1995,nrdl.in,1,Dr Ajit Marathe,Nov-50,1,—,"Apr 1, 2008",—,Venture - Series Unknown,—,Brand Capital,,,,,1
VKS Farms Pvt Ltd,Food Processing,,Coimbatore,Tamil Nadu,VKS Farms Pvt Ltd. engages in the broiler integration business.,641 002,$1M to $10M,2001,www.vksfarms.in/OurBranches,—,,01-Oct,1,—,"Nov 14, 2011","₹250,000,000",Venture - Series Unknown,"₹250,000,000",VenturEast,,,,,1
Mittal Universal,Construction,,Mumbai,Maharashtra,Mittal Universal is a construction company which proudly wears its 60-year-old legacy even as it looks firmly ahead with a new-age outlook.,400 021,—,1952,mittaluniversal.com,—,,Nov-50,1,—,"Sep 10, 2015",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Gangavaram Port,Manufacturing,,Hyderabad,Andhra Pradesh,Gangavaram Port the deepest all weather port in India with round the clock operations.,500033,—,2003,www.gangavaram.com/,1,Venkata Satyanarayana Raju,501-1000,1,M&A,"Jan 1, 2007","$40,000,000",Private Equity,"$40,000,000",Warburg Pincus,,,,,1
Chartered Housing,Construction,,Bangalore,Karnataka,"Chartered Housing arrived on the construction scene. With emphasis on total quality, they produced a building Charter Resorts.",560047,$10M to $50M,1989,www.charteredhousing.com,1,Balakrishna Hegde,51-100,1,—,"Dec 29, 2010",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Max HealthStaff,Employment,Health Care,Chennai,Tamil Nadu,Max HealthStaff is an international healthcare staffing company.,600008,—,2003,www.maxhealthstaff.com,—,,01-Oct,1,—,"Feb 1, 2005","₹240,400,000",Venture - Series Unknown,"₹240,400,000",Warburg Pincus,,,,,1
Davanam Jewellers,E-Commerce,Jewelry,Bangalore,Karnataka,Davanam brings to you craftsmen that have decades of experience creating glorious and magnificent ornaments.,560042,—,1905,www.davanam.com/,1,D.S.Venkatanarayana Setty,Nov-50,1,—,"Mar 15, 2012",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Keerthi Estates,Commercial Real Estate,Construction,Bangalore,Karnataka,Keerthi estates was founded in the year 1990 by Mr. Anil Kumar Reddy achieving excellence and prime quality in excellence and innovation,560093,—,"Feb 10, 1990",www.keerthiestates.in,1,Anil Reddy,101-250,1,—,"Aug 1, 2011",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Salarpuria,Construction,Facility Management,Bengaluru,Karnataka,"Salarpuria is a construction, architecture, real estate, construction management, facility and infrastructure management company.",—,—,"Jan 1, 1985",www.salarpuriagroup.biz/,—,,51-100,1,Private Equity,"Aug 22, 2008",—,Private Equity,—,Merrill Lynch,,,,,1
Green Home Farms & Resorts,Real Estate,,Chennai,Tamil Nadu,Green Home is a real estate developer that builds eco-friendly properties in India.,600 017,—,1998,www.greenhomegroup.com/,—,,51-100,2,—,"Jan 7, 2016",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Sejal Glass,Building Material,Retail,Mumbai,Maharashtra,"Sejal Glass the flagship of Sejal Group, is one of the preferred processors in India today.",400067,—,1998,www.sejalglass.co.in/,—,,501-1000,1,IPO,"Jun 1, 2011",—,Venture - Series Unknown,—,Brand Capital,,,,,1
ALM Infotech,Real Estate,,New Delhi,Delhi,ALM Infotech City Private Limited operates as a real estate developer.,110065,Less than $1M,"Mar 28, 2000",www.almintl.com,—,,01-Oct,2,—,"Nov 25, 2015",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Armsburg,Construction,Real Estate,Hyderabad,Andhra Pradesh,Armsburg Properties has planned and executed many Projects / Ventures in and around Hyderabad.,500055,—,2003,www.armsburgproperties.in,1,Madhusudhan Poddaturi,101-250,1,Early Stage Venture,"Jun 1, 2015",—,Series A,—,Brand Capital,,,,,1
Oorjita Projects,Real Estate,,Hyderabad,Andhra Pradesh,Oorjita Projects is an Urban Development company devoted to improving standards.,500034,—,2001,oorjitaprojects.com/,1,VEER PRAKASH,Nov-50,1,—,"May 15, 2012",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Giftindia24x7.com,E-Commerce,Gift Exchange,Kolkata,West Bengal,Giftindia24x7.com is an online retailer providing consumers with a wide variety of items to choose from.,711110,$1M to $10M,2001,www.giftindia24x7.com,1,Suman Mukherjee,01-Oct,1,Seed,"Jan 2, 2001",—,Angel,—,,,,,,—
Thapar Builders,Construction,Property Management,New Delhi,Delhi,Thapar Builders dealing in construction to an integration of real estate development.,110048,—,1983,www.thaparindia.com/,—,,01-Oct,1,—,"Mar 1, 2014",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Man Realty,Real Estate,,Mumbai,Maharashtra,"Man Realty has constructed success story after success story. Imagination, commitment and a global way of thinking.",400 056,$50M to $100M,1982,www.manrealty.in,2,Mr. Nikhil R Mansukhani,Nov-50,1,—,"Nov 17, 2014",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Vibhor Vaibhav Infrahome,Real Estate,,Ghaziabad,Uttar Pradesh,"Vibhor Vaibhav Infrahome popularly known as VVIP, is a renowned name that excelled into prominence over a decade in the real estate sector.",—,$1M to $10M,2001,www.vvipspaces.com/,—,,Nov-50,1,—,"Jul 26, 2015",—,Venture - Series Unknown,—,Brand Capital,,,,,1
