company,industry1,industry2,city,state,description,pin,revenue,founded date,website,number of founder,founder1,employee,funding round,funding status,last funding date,last funding amt,last funding type,total funding amt,investor1,investor2,investor3,investor4,investor5,no of investor
Seva Group,Real Estate,,Mumbai,Maharashtra,"Seva group” Founded by the expertise, which have two decade experience in Real estate.",400607,$1M to $10M,2010,www.sevarealtors.com,1,Mangal Chavan,—,1,—,"Jun 21, 2015",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Suksh Tech.,E-Commerce,Real Estate,Bangalore,Karnataka,Suksh Tech is an e-commerce company focused on launching online shopping websites for a global lifestyle with vibrant offers and deals.,560087,—,"May 1, 2008",www.suksh.com,—,,Nov-50,1,Seed,"May 1, 2008","$ 15,00,000.00",Angel,"$ 15,00,000.00",,,,,,—
Precision Information,Association,Communities,Chennai,Tamil Nadu,Precision Information is a researchers at PNNL are developing the future work environments for the emergency management community.,600017,Less than $1M,2010,precisioninformation.org,—,,Nov-50,1,—,"Oct 1, 2013",—,Venture - Series Unknown,—,Tech Coast Angels,,,,,1
Satyam Developers,Real Estate,,Mumbai,Maharashtra,"Development of Residential properties - residential buildings, complexes, townships.",400705,—,2008,satyaminfra.com,1,Rajesh Gulati,01-Oct,1,—,"Oct 15, 2015",—,Venture - Series Unknown,—,Brand Capital,,,,,1
SORIL Infra Resources,Consumer,Infrastructure,Mumbai,Maharashtra,"SORIL Infra Resources is a pioneering infrastructure development enabler, with the goal to increase the speed, smoothness.",400013,—,2005,www.sorilinfraresources.com/,—,,251-500,1,IPO,"Aug 30, 2005",—,Venture - Series Unknown,—,Brand Capital,,,,,1
SunRise Group of International Technology,Blogging Platforms,Developer Tools,Jabalpur,Madhya Pradesh,SunRise Group of International Technology is an India-based offshore software development company.,482003,$1M to $10M,"Dec 20, 2007",www.srgit.com,1,Shraddha Pathak,Nov-50,1,Seed,"Dec 20, 2008","$ 2,00,000.00",Angel,"$ 2,00,000.00",,,,,,—
Coredelia Realty,Building Material,Construction,Mumbai,Maharashtra,"Specialing in high end, premium construction in the Mumbai-Pune belt.",400 062,—,2008,www.coredelia.com/,—,,101-250,1,—,"Mar 22, 2016",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Polama,E-Commerce,Travel,Bengaluru,Karnataka,Polama is an online holiday comparison portal.,—,—,"Dec 1, 2010",www.polama.com/,1,Dilip Panicker,01-Oct,1,Seed,"Aug 31, 2011",—,Pre-Seed,—,Blume Ventures,Rehan yar Khan,,,,2
BTVI,Analytics,,Mumbai,Maharashtra,"BTVI provides immediate news and analysis on live market action, business developments and policy moves.",400 018,—,2008,www.btvi.in/,—,,101-250,1,Private Equity,"Jun 17, 2010",—,Private Equity,—,Reliance Capital,,,,,1
Pashmina Developers,Property Development,Real Estate,Bangalore,Karnataka,"Pashmina Developers conceive, build and deliver residential, commercial and retail real estate properties with a signature touch.",560001,—,2007,www.pashminadevelopers.com/,—,,51-100,1,—,"Jun 1, 2014",—,Venture - Series Unknown,—,Brand Capital,,,,,1
MobileVeda,Information Technology,Mobile,Udamalpet,Tamil Nadu,"MobileVeda develops an easy-to-access mobile platform for publishing magazines, books, e-papers, and journals.",642126,$1M to $10M,2007,www.mobileveda.com,2,Ganesh Ram KR,Nov-50,1,Seed,"Apr 1, 2007","$ 9,000.00",Seed,"$ 9,000.00",VIT Technology Business Incubator,,,,,1
Amrita Therapeutics,Biotechnology,Pharmaceutical,Ahmedabad,Gujarat,Amrita Therapeutics is a biopharmaceutical company.,—,—,2008,,2,Ananda M. Chakrabarty,01-Oct,1,Seed,"Oct 29, 2012","$ 4,00,000.00",Seed,"$ 4,00,000.00",GVFL,,,,,1
LimeObjects,Brand Marketing,Enterprise Software,Cochin,Kerala,LimeObjects provides project management services and business solutions to corporate clients.,683513,$1M to $10M,2008,limeobjects.com,—,,01-Oct,1,Seed,"May 2, 2012",—,Seed,—,Oskar Hartmann,,,,,1
TriggerO.com,Enterprise Software,Human Resources,Noida,Uttar Pradesh,"TriggerO facilitates a SaaS-based platform that focus on social rewards and recognition for employees, customers, and partners.",—,$1M to $10M,"Mar 1, 2010",www.triggerO.com,1,Manish Pathak,Nov-50,1,Seed,"Sep 7, 2012","$ 73,529.00",Angel,"$ 73,529.00",Artha Group,,,,,1
Contrans Logistic,Logistics,Shipping,Ahmedabad,Gujarat,Contrans Logistic offers solutions for all import and export needs of industries.,—,—,"Jan 29, 2008",www.contrans.in/,—,,Nov-50,1,Private Equity,"Nov 21, 2008","₹ 40,00,00,000.00",Private Equity,"₹ 40,00,00,000.00",Eredene Capital PLC,,,,,1
DRS Warehouse,Logistics,Service Industry,Secunderabad,Andhra Pradesh,DRS Warehouse provides warehousing storage services.,—,—,"Jan 1, 2006",www.drswarehouse.com/,1,Shri Dayanand Agarwal Ji,Nov-50,1,Private Equity,"Mar 1, 2008","$ 7,50,00,000.00",Private Equity,"$ 7,50,00,000.00",Merrill Lynch,,,,,1
Simplibuy Technologies,Mobile,Shopping,Pune,Maharashtra,Simplibuy is a technology company involved in creating a hyperlocal price information system.,411057,Less than $1M,"Nov 3, 2010",simplibuy.in/,2,Arun Purohit,Nov-50,2,Seed,"Jul 26, 2013","$ 2,03,112.00",Seed,"$ 4,03,112.00",Ecosystem Ventures,Adrian Morger,,,,2
TechAxes,Analytics,Information Technology,Jaipur,Rajasthan,TechAxes is a publisher of business analytics software.,—,—,"Jan 1, 2004",www.techaxes.com/,—,,Nov-50,1,—,"Aug 10, 2006",—,Venture - Series Unknown,—,Rajasthan Venture Capital Fund,,,,,1
Haldia Coke,Industrial,Manufacturing,Chennai,Tamil Nadu,Haldia Coke is top three metallurgical coke (“met-coke”) producers.,600004,—,2004,,—,,Nov-50,1,Private Equity,"Jul 26, 2010","₹ 1,25,00,00,000.00",Private Equity,"₹ 1,25,00,00,000.00",Gaja Capital,,,,,1
Unidesign Builders,Lighting,Real Estate,Thrissur,Kerala,Unidesign Builders One of the key makers of Quality Apartments and Villas in Thrissur and Guruvayoor.,—,—,2005,unidesignbuilders.com/,1,Navaneeth Menon,01-Oct,1,—,"Dec 18, 2014",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Rathinam Shelters,Information Technology,Real Estate,Coimbatore,Tamil Nadu,Provide excellent infrastructure for all domestic and business purposes at affordable costs.,641 024,$10M to $50M,2004,www.rathinamshelters.com,1,Madan A.Sendhil,51-100,1,—,"Jun 1, 2015",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Gravity,Content,Publishing,Gurgaon,Haryana,Gravity coordinates confrences and meetings for companies to help raise awareness for their different brands.,122015,$100M to $500M,2004,gravityindia.org/,—,,51-100,1,Seed,"Jan 1, 2010",—,Seed,—,,,,,,—
Infinitas Energy,Consulting,Energy Efficiency,Chennai,Tamil Nadu,"Infinitas Energy Solutions is a consultancy specializing in the development, integration",600035,—,"Nov 12, 2010",www.infinitasenergy.com,—,,01-Oct,1,—,"Jan 1, 2012",—,Venture - Series Unknown,—,New Enterprise Associates,,,,,1
Maxworth Realty,Real Estate,,Bangalore,Karnataka,Maxworth Realty is a construction company for land development and buildings.,560 001,$100M to $500M,2008,www.maxworthrealty.com,1,Mr. Kesava Kolar,501-1000,1,—,"Sep 1, 2012",—,Venture - Series Unknown,—,Brand Capital,,,,,1
AuthWave Technologies,Information Technology,Mobile,Bengaluru,Karnataka,AuthWave Technologies develops mobile based consumer authentication and financial transaction security products using patentable technology.,—,—,"Jan 18, 2008",,2,SANTOSH KUMAR CHELER,01-Oct,1,Seed,"Jul 1, 2008","₹ 4,30,00,000.00",Seed,"₹ 4,30,00,000.00",New Enterprise Associates,,,,,1
SideFX Entertainment,3D Technology,Animation,Pune,Maharashtra,"SideFX Entertainment is an animation, 2D, 3D, and VFX company.",—,—,"Jan 1, 2008",www.sidefx.co.in/,2,Amit Rathor,Nov-50,1,—,"Aug 17, 2012","₹ 3,50,00,000.00",Venture - Series Unknown,"₹ 3,50,00,000.00",Das Star Ventures,,,,,1
Mason & Summers,Manufacturing,Wine And Spirits,Bangalore,Karnataka,Mason & Summers is a supplier and manufacturer of wines and spirits.,—,—,"May 6, 2004",,—,,101-250,1,—,"Apr 1, 2006","₹ 18,00,00,000.00",Venture - Series Unknown,"₹ 18,00,00,000.00",Gem India Advisors,,,,,1
Digital Signage Network,Advertising,Digital Marketing,Mumbai,Maharashtra,Digital Signage Network is a pioneer of the digital poster concept in India.,—,—,"Jan 1, 2006",www.dsnglobal.com/,2,Gaurang Shah,Nov-50,2,—,"Jul 1, 2008","₹ 7,97,00,000.00",Venture - Series Unknown,"₹ 18,97,00,000.00",Westbridge Capital,,,,,1
Vasathi Housing,Real Estate,,Hyderabad,Andhra Pradesh,"Vasathi Housing offers lasting value with an emphasis on contemporary designs, optimized layouts and cutting-edge technologies.",500034,$10M to $50M,2009,www.vasathihousing.com/,1,VENKATA RAVINDRA KUMAR POLAVARAPU,51-100,1,—,"Apr 14, 2012",—,Venture - Series Unknown,—,Brand Capital,,,,,1
GUPTA TUTORIALS INDORE PRIVATE LIMITED,EdTech,,Indore,Madhya Pradesh,A Pioneering Education Technology!,452001,—,"Dec 31, 2007",www.m-learning.in/,2,Sanchita Gupta,Nov-50,1,M&A,"Apr 25, 2008","$ 2,50,000.00",Series A,"$ 2,50,000.00",Sundeep Gupta,Sanchita Gupta,,,,2
Crederity Info Services,Information Technology,Internet,Bengaluru,Karnataka,Crederity Info Services operates a proprietary credentialing platform and data network.,560 095,—,2007,www.icrederity.com/india/,—,,101-250,1,—,"Mar 1, 2009",—,Venture - Series Unknown,—,VenturEast,,,,,1
Ascent Technosystems,Enterprise Software,Publishing,Chennai,Tamil Nadu,"Ascent Technosystems is in Software publishing, consultancy and supply software, operating systems software.",600042,$10M to $50M,"Jul 22, 2005",www.ascenttechnosoft.net,—,,51-100,1,—,"Jul 8, 2015",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Aawaass Buildcon,Real Estate,,Ahmedabad,Gujarat,"Aawaass Buildcon Pvt. Ltd. is a real estate company specializing in residential properties ( Bungalows, Apartments and Plotting) in India.",—,—,"Oct 15, 2010",www.aawaass.com,1,Mahesh Patel,01-Oct,1,—,"Jan 1, 2014",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Daiki Brands,E-Commerce,Fashion,Mumbai,Maharashtra,"Daiki Brands Comfort is the new luxury, and style is something that never dies.",—,—,2010,daikibrands.com/,—,,Nov-50,1,—,"Jul 1, 2012",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Grassroot Nutrition,Health Care,Nutraceutical,Mumbai,Maharashtra,"A company established in 2006, dealing in Health Products.",400607,$1M to $10M,2008,www.nutrivalue.in,2,Kirti Kumar,Nov-50,1,—,"Jul 20, 2012",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Asian Hotels West,Construction,Hospitality,New Delhi,Delhi,Asian Hotels West is a provider hotel construction services.,—,—,"Jan 8, 2007",www.asianhotelswest.com/,1,Sushil Kumar Gupta,Nov-50,1,Private Equity,"Jul 1, 2010","₹ 80,00,00,000.00",Private Equity,"₹ 80,00,00,000.00",IL&FS Investment Managers,,,,,1
Visa Power,Electronics,Power Grid,Kolkata,West Bengal,Visa Power is an independent power producer.,—,—,"Oct 5, 2005",waglekiduniyadrama.com/,—,,101-250,1,Private Equity,"Jul 1, 2011","₹ 5,00,00,00,000.00",Private Equity,"₹ 5,00,00,00,000.00",Blackstone Group,,,,,1
TARA Machines,Green Building,GreenTech,New Delhi,Delhi,"TARA Machines provides green technology solutions for building construction, waste recycling, and hand made paper production.",—,$10M to $50M,"Mar 5, 2008",www.taramachines.com/,3,Arun Kumar,01-Oct,1,—,"Jul 1, 2012","₹ 2,75,00,000.00",Venture - Series Unknown,"₹ 2,75,00,000.00",Grassroots Business Fund,,,,,1
Online Promotion UAE,Brand Marketing,Developer Platform,New Delhi,Delhi,"Online promotion UAE is a reputed company, which has an E-commerce Development platform for business branding.",110008,—,"Jan 1, 2010",www.onlinepromotionuae.ae,—,,Nov-50,1,Early Stage Venture,"Sep 22, 2016",—,Series B,—,,,,,,—
RakshaSafeDrive,Automotive,mHealth,Kerala,India,RakshaSafeDrive creates an integrated management and analysis platform of solutions for road accidents in India.,—,Less than $1M,2010,www.rakshasafedrive.com/,2,Auto Nebula Capital Advisers Private Limited,01-Oct,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,,,,,,1
Pangea Econet Assets,,,Mumbai,Maharashtra,Pangea Econet Assets,400005,—,"Apr 5, 2010",,—,,01-Oct,1,—,"Sep 21, 2012",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Cinevision,,,Mohali,Punjab,Cinevision is a filmmaking company that provides shooting equipment.,—,Less than $1M,2007,cinevisionfilmsindia.com,—,,01-Oct,1,Seed,"Dec 10, 2007",—,Seed,—,ProVenture,,,,,1
Shamit Buildcon,Real Estate,,Aurangabad,Maharashtra,Shamit Buildcon has been conceptualised on the determination to make a conspicuous commitment to the community it serves.,—,$1M to $10M,2006,www.shamitbuildcon.com,—,,Nov-50,1,—,"Mar 22, 2012",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Khushi Foods,Food Processing,,Ahmedabad,Gujarat,Khushi Foods Ltd. is established in the most hygienic environment and equipped with ultra modern manufacturing facility.,380051,$1M to $10M,2007,www.khushifoods.com,1,Rajendra Sharma,51-100,1,—,"May 12, 2013",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Territorial Prescience,Analytics,Software,Bangalore,Karnataka,"Territorial Prescience builds tools to acquire, explore and analyze spatial and non-spatial information related to a geographic context.",560043,—,"May 11, 2007",www.territorialprescience.com,1,Awase Khirni Syed,01-Oct,1,Private Equity,"May 11, 2007",—,Private Equity,—,Awase Khirni Syed,Aneese Fathima Syed,,,,2
Synthesis Spacelinks,Real Estate,,Ahmedabad,Gujarat,"Synthesis Spacelinks build spaces & structures with soul, spirit, style & sense.",380015,—,2008,www.synthesisrealty.in/,—,,01-Oct,1,—,"Nov 5, 2014",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Rajkham Builders,Real Estate,,Chennai,Tamil Nadu,"\Rajkham Builders Marching ahead with our business motto of \""\""Customer Satisfaction\""\"" We connect people and build their dreams to a reality.\""",600 024,$1M to $10M,2008,rajkhambuilders.com,2,Arumugam Murugesan,01-Oct,1,—,"Jul 1, 2013",—,Venture - Series Unknown,—,Brand Capital,,,,,1
GreenRev Agro,Agriculture,,Mumbai,Maharashtra,"GRAPL is a Crop Management Company, specialized in Cultivation of Stevia.",400076,—,2009,www.greenrevagro.com/,—,,Nov-50,1,—,"Aug 1, 2013",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Elbex Couriers Service,Service Industry,,Chennai,Tamil Nadu,"A new brand in the courier world, a Company started in May'2010 with an aim to become a leader in the express Industry by 2015.",600032,—,2010,elbex.in,1,Mr P. Santhamurthy,51-100,1,—,"May 15, 2012",—,Venture - Series Unknown,—,Brand Capital,,,,,1
OOH Media,Advertising,Digital Media,Mumbai,Maharashtra,OOH Media is a home television company.,4000 21,—,2006,oohindia.com/,—,,101-250,1,—,"Sep 1, 2006",—,Venture - Series Unknown,—,3i Group,,,,,1
ACE Experiences,Media and Entertainment,,Hyderabad,Andhra Pradesh,"ACE Experiences Asia creates experiences in art, culture, and entertainment.",500081,—,2009,www.experienceace.com/,1,Subbaratnam Venkataraman Krishnan,Nov-50,1,—,"May 1, 2013",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Luminosa Education,Education,,Pune,Maharashtra,Luminosa Education Pvt Ltd. provides a non-competitive multi-sport program that introduces preschooler children to ball sports in India.,411014,—,2009,,1,Suuchint Joshii,Nov-50,1,—,"Feb 11, 2016",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Vaidya Marketing,Advertising,Marketing,Ernakulam,Kerala,Vaidya Marketing Private Limited operates in the pharmaceutical and ayurveda industry.,683104,—,2010,www.vaidyaconsulting.com,1,Roberto Bavaro,Nov-50,1,—,"Dec 3, 2012",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Shakti Sudha,Food Processing,,Patna,Orissa,Shakti sudha is a food processing company established in 2006 in technical collaboration with National Research centre for Makhana.,800013,—,2006,gorgonnut.com,—,,10001,1,—,"Aug 1, 2015",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Total Prosthetics & Orthotics,Health Care,Service Industry,Noida,Uttar Pradesh,Total Prosthetics & Orthotics provide high quality orthotics and prosthetics care to patients in India.,201301,—,2005,,2,Amit Bhanti,51-100,1,—,"Jul 1, 2012",—,Venture - Series Unknown,—,VenturEast,,,,,1
Indiabuild Realty,Real Estate,,Bangalore,Karnataka,General construction of residential buildings.,—,—,2010,,—,,01-Oct,1,—,"Jan 23, 2016",—,Venture - Series Unknown,—,Brand Capital,,,,,1
S. R. Creations,Civil Engineering,,Indore,Madhya Pradesh,Civil Contractors,—,—,"Sep 1, 2007",,1,Sundeep Gupta,01-Oct,1,Seed,"Jan 25, 2008","$ 60,000.00",Seed,"$ 60,000.00",Sundeep Gupta,,,,,1
A G Superstructures,Real Estate,Rental,Mumbai,Maharashtra,A G Superstructures Private Limited,400021,—,"Nov 2, 2010",,1,ASHISH VAID GIRDHARILAL,1001-5000,1,—,"Jan 1, 2016",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Uhuroo,B2C,Information Services,Bangalore,Karnataka,Uhuroo is a provider of an information sharing platform for enterprises,—,—,2008,www.uhuroo.com,1,Kaushal Sarda,01-Oct,1,Seed,"Jan 1, 2008",—,Seed,—,SeedFund.in,,,,,1
Abhinandan Land Developers,Real Estate,,Jaipur,Rajasthan,Abhinandan Land Developers Private Limited,302018,—,"Apr 24, 2007",,1,MANISH AGARWAL,Nov-50,1,—,"Nov 1, 2015",—,Venture - Series Unknown,—,Brand Capital,,,,,1
A N Buildwell,Commercial Real Estate,Real Estate,New Delhi,Delhi,A N Buildwell Real estate activities with own or leased property.,110025,—,2005,,—,,251-500,1,—,"Aug 1, 2008",—,Venture - Series Unknown,—,Brand Capital,,,,,1
The Sui Generis,Agriculture,Sales,Imphal,Manipur,The Sui Generis is a producer of naturally caffeine-free herbal tea.,—,—,"Jan 1, 2007",www.thesuigeneris.in/,—,,01-Oct,1,—,"Sep 1, 2017",—,Venture - Series Unknown,—,C4D Partners,,,,,1
