Company,Funding Round,Amount,Date,RupeesAmount,dollarAmt,CID
Refex Industries,Venture - Series Unknown,—,"Aug 1, 2006",0,0,CID9162
Knowledgestreem,Seed,"$40,000","Dec 14, 2010",3000000,36000,CID9163
Connect M Solutions,Series A,"$6,000,000","Jun 27, 2007",450000000,5400000,CID9164
Trident Microfin,Venture - Series Unknown,"₹185,000,000","Nov 1, 2008",185000000,2220000,CID9165
Bakelite Hylam,Private Equity,"₹15,300,000","Jul 1, 2006",15300000,183600,CID9166
DreamTeam Technologies,Seed,—,"Apr 1, 2006",0,0,CID9167
Moser Baer Solar,Series B,"$92,500,000","Sep 4, 2008",6937500000,83250000,CID9168
Mobile2win,Venture - Series Unknown,"$15,000,000","Nov 13, 2006",1125000000,13500000,CID9169
Reasoning Global eApplications Ltd.,Venture - Series Unknown,—,"Jan 1, 2011",0,0,CID9170
Mswipe Technologies,Seed,—,"Jan 1, 2012",0,0,CID9171
Dash,Series C,"$6,000,000","Feb 4, 2000",450000000,5400000,CID9172
CarTrade,Series C,"₹597,000,000","Aug 30, 2011",597000000,7164000,CID9173
Hathway,Post-IPO Equity,—,"Mar 1, 2012",0,0,CID9174
obopay,Series E,"$70,000,000","Mar 25, 2009",5250000000,63000000,CID9175
Kolte-Patil Developers,Post-IPO Equity,—,"Dec 25, 2010",0,0,CID9176
Numex,Venture - Series Unknown,"$3,000,000","Feb 15, 2000",225000000,2700000,CID9177
Raja Rani Travels Pvt Ltd,Venture - Series Unknown,—,"Feb 1, 2006",0,0,CID9178
Religare Finvest,Private Equity,"₹1,500,000,000","Nov 18, 2011",1500000000,18000000,CID9179
Vistaar,Series A,"₹150,000,000","Jan 1, 2010",150000000,1800000,CID9180
ERisk,Series B,"$10,000,000","Feb 5, 2001",750000000,9000000,CID9181
Landmark,Private Equity,"₹650,000,000","Nov 5, 2009",650000000,7800000,CID9182
Eximsoft Technologies,Venture - Series Unknown,"$14,000,000","Jan 16, 2007",1050000000,12600000,CID9183
Pepperfry,Series A,"$5,000,000","Dec 12, 2011",375000000,4500000,CID9184
Siddhivinayak Agri Processing,Series A,"$1,000,000","Jan 1, 2011",75000000,900000,CID9185
Webdunia,Series B,"$3,000,000","Apr 3, 2002",225000000,2700000,CID9186
Polar Industries,Post-IPO Equity,"₹4,600,000","Jun 1, 2008",4600000,55200,CID9187
Zoomin,Series B,"$5,000,000","Sep 1, 2011",375000000,4500000,CID9188
OnMobile,Series A,"$15,000,000","Jan 1, 2000",1125000000,13500000,CID9189
Olah-Viq Software Solutions,Funding Round,—,"Dec 10, 2010",0,0,CID9190
e-Security,Venture - Series Unknown,"$10,000,000","Nov 4, 2002",750000000,9000000,CID9191
Myntra,Series B,"$11,000,000","Jul 1, 2010",825000000,9900000,CID9192
IndusInd Media & Communications,Private Equity,"₹10,000,000","Apr 25, 2000",10000000,120000,CID9193
Navayuga Engineering Company Ltd,Private Equity,"$44,400,000","Nov 1, 2006",3330000000,39960000,CID9194
Lok Group,Post-IPO Equity,—,"Nov 1, 2007",0,0,CID9195
CarWale,Series A,"$7,000,000","Oct 6, 2008",525000000,6300000,CID9196
obopay,Series B,"$7,000,000","Sep 1, 2006",525000000,6300000,CID9197
ICICI OneSource,Private Equity,—,"Jul 1, 2004",0,0,CID9198
Kumar Urban Development Limited,Venture - Series Unknown,—,"Dec 22, 2010",0,0,CID9199
ShopClues,Angel,"$2,000,000","Jul 1, 2011",150000000,1800000,CID9200
Eris Lifesciences,Private Equity,"₹1,600,000,000","Sep 6, 2011",1600000000,19200000,CID9201
Spandana Sphoorty Financial Limited,Venture - Series Unknown,—,"Aug 1, 2007",0,0,CID9202
GUPTA TUTORIALS INDORE PRIVATE LIMITED,Series A,"$250,000","Apr 25, 2008",18750000,225000,CID9203
Dealsandyou.com,Series B,"$17,000,000","Nov 1, 2011",1275000000,15300000,CID9204
GAP Miners,Seed,"$500,000","Jan 1, 2008",37500000,450000,CID9205
Minglebox,Series A,"$7,000,000","May 1, 2007",525000000,6300000,CID9206
Novatium,Venture - Series Unknown,—,"Sep 21, 2007",0,0,CID9207
Sai Security Printers,Venture - Series Unknown,"$7,000,000","Jan 31, 2012",525000000,6300000,CID9208
Rebel Foods,Pre-Seed,—,"Oct 30, 2010",0,0,CID9209
Glenmark Pharmaceuticals,Private Equity,"$48,000,000","Jul 1, 2002",3600000000,43200000,CID9210
Proof-of-Performance,Angel,—,"Sep 1, 2011",0,0,CID9211
TechAxes,Venture - Series Unknown,—,"Aug 10, 2006",0,0,CID9212
Bang Overseas,Venture - Series Unknown,—,"Feb 12, 2008",0,0,CID9213
Rustomjee,Venture - Series Unknown,—,"Nov 1, 2008",0,0,CID9214
LatticeBridge Infotech Pvt. Ltd.,Venture - Series Unknown,—,"Sep 1, 2008",0,0,CID9215
Stovekraft,Series A,"₹220,000,000","Jan 1, 2007",220000000,2640000,CID9216
IndusInd Bank,Post-IPO Equity,"$14,500,000","Mar 1, 2011",1087500000,13050000,CID9217
Achievo,Series C,"$13,991,000","Jun 6, 2008",1049325000,12591900,CID9218
Ozone Promenade,Venture - Series Unknown,—,"Apr 25, 2009",0,0,CID9219
Purvanchal Group,Venture - Series Unknown,—,"Jun 18, 2008",0,0,CID9220
Sai Sudhir Infrastructure,Venture - Series Unknown,"₹480,000,000","Sep 18, 2008",480000000,5760000,CID9221
authorGEN,Angel,—,"Dec 1, 2006",0,0,CID9222
Cambridge Information Technology India,Funding Round,"$1,000,000","Jan 1, 1996",75000000,900000,CID9223
Moser Baer,Private Equity,—,"Dec 1, 1998",0,0,CID9224
obopay,Series A,"$10,000,000","Mar 8, 2006",750000000,9000000,CID9225
Artoo,Seed,"$80,000","May 16, 2010",6000000,72000,CID9226
John Energy,Venture - Series Unknown,"$11,000,000","Oct 1, 2006",825000000,9900000,CID9227
Indo Shell Mould,Venture - Series Unknown,"₹157,200,000","Feb 1, 2006",157200000,1886400,CID9228
The Pride Group,Venture - Series Unknown,—,"May 12, 2009",0,0,CID9229
TeamLease Services,Venture - Series Unknown,"$22,500,000","Apr 5, 2011",1687500000,20250000,CID9230
LINERS INDIA,Venture - Series Unknown,"₹58,000,000","Dec 1, 2005",58000000,696000,CID9231
FirstCry,Series B,"$14,000,000","Feb 13, 2012",1050000000,12600000,CID9232
Milk Mantra,Seed,—,"Jun 1, 2009",0,0,CID9233
Shriram Group,Private Equity,—,"Feb 24, 2011",0,0,CID9234
Littlefeet Inc.,Series B,"$25,000,000","Jun 1, 2000",1875000000,22500000,CID9235
Maxivision Super Speciality Eye Hospitals,Private Equity,"₹600,000,000","Nov 1, 2010",600000000,7200000,CID9236
Aasan Industries,Private Equity,"€2,000,000","Sep 18, 2005",0,0,CID9237
Attero,Seed,"$2,500,000","Apr 18, 2008",187500000,2250000,CID9238
Laxmi Organic Industries,Venture - Series Unknown,"₹475,000,000","Dec 26, 2011",475000000,5700000,CID9239
AtYourPrice,Seed,—,"Jan 31, 2008",0,0,CID9240
Mealnut,Seed,"$11,131","Feb 1, 2011",834825,10017.9,CID9241
EnNatura Technology Ventures,Seed,"$200,000","Jan 7, 2010",15000000,180000,CID9242
KSK Power Venture,Private Equity,"$97,430,000","Jun 16, 2008",7307250000,87687000,CID9243
DB Realty,Venture - Series Unknown,—,"Nov 1, 2007",0,0,CID9244
Mom Junction,Series A,"$1,500,000","Jan 5, 2007",112500000,1350000,CID9245
Trident Microfin,Venture - Series Unknown,"₹18,100,000","Jan 1, 2008",18100000,217200,CID9246
Chakpak Media,Venture - Series Unknown,"$5,000,000","Dec 22, 2008",375000000,4500000,CID9247
Century Real Estate,Venture - Series Unknown,—,"Sep 1, 2009",0,0,CID9248
Securens Systems,Venture - Series Unknown,"$4,000,000","Jan 1, 2012",300000000,3600000,CID9249
IBS Software Services,Private Equity,"$53,500,000","Jul 26, 2007",4012500000,48150000,CID9250
Onward Mobility,Venture - Series Unknown,—,"Mar 29, 2010",0,0,CID9251
Flexituff International,Private Equity,—,"Jan 1, 2007",0,0,CID9252
NaftoGaz India,Private Equity,"$14,000,000","Jun 24, 2010",1050000000,12600000,CID9253
Billdesk,Private Equity,—,"Apr 3, 2012",0,0,CID9254
Hydroair Tectonics (PCD),Series A,"$1,200,000","Jun 2, 2006",90000000,1080000,CID9255
RICHFEEL,Venture - Series Unknown,—,"Sep 1, 2006",0,0,CID9256
e-Security,Series C,"$5,000,000","May 26, 2004",375000000,4500000,CID9257
Quikjet,Venture - Series Unknown,"$3,420,000","Nov 1, 2010",256500000,3078000,CID9258
Nirmal Lifestyle,Venture - Series Unknown,—,"Mar 1, 2012",0,0,CID9259
Sterling And Wilson,Venture - Series Unknown,"₹80,000,000","Jan 1, 2010",80000000,960000,CID9260
Rane Holdings,Post-IPO Equity,"$4,700,000","Sep 2, 2007",352500000,4230000,CID9261
Evoma,Venture - Series Unknown,"₹276,300,000","Dec 1, 2007",276300000,3315600,CID9262
Proof-of-Performance,Series A,—,"Mar 26, 2012",0,0,CID9263
Tsunami Research,Series A,"$5,500,000","Jan 12, 2004",412500000,4950000,CID9264
Tek Travels,Funding Round,—,"Apr 27, 2012",0,0,CID9265
Shikhar Microfinance,Venture - Series Unknown,"₹25,000,000","Sep 1, 2009",25000000,300000,CID9266
GEI Industrial Systems,Venture - Series Unknown,"₹625,000,000","Feb 17, 2011",625000000,7500000,CID9267
KPIT Technologies,Post-IPO Equity,"₹1,125,000,000","Jan 1, 2011",1125000000,13500000,CID9268
DMC Education,Post-IPO Equity,—,"Feb 7, 2011",0,0,CID9269
Kreeda Games,Venture - Series Unknown,"$10,000,000","Jul 13, 2007",750000000,9000000,CID9270
Prasanna Purple,Venture - Series Unknown,—,"Jul 1, 2009",0,0,CID9271
Manthan,Series C,"$15,000,000","Feb 15, 2012",1125000000,13500000,CID9272
Nanavati Group,Venture - Series Unknown,"₹250,000,000","Jul 1, 2007",250000000,3000000,CID9273
Discounted Flats,Venture - Series Unknown,—,"Dec 15, 2011",0,0,CID9274
PV Technologies India,Private Equity,"$100,000,000","Jan 1, 2007",7500000000,90000000,CID9275
Sphaera Pharma,Private Equity,—,"Nov 24, 2008",0,0,CID9276
International Recreation Parks,Private Equity,"₹750,000,000","Jul 5, 2006",750000000,9000000,CID9277
Trident Infosol,Venture - Series Unknown,"₹150,000,000","Mar 1, 2010",150000000,1800000,CID9278
GreenDust,Series A,—,"Mar 25, 2010",0,0,CID9279
SSI Education,Private Equity,"$20,000,000","Feb 1, 2003",1500000000,18000000,CID9280
Suksh Tech.,Angel,"$1,500,000","May 1, 2008",112500000,1350000,CID9281
24 Mantra Organic,Debt Financing,"$4,217,180","Sep 1, 2010",316288500,3795462,CID9282
Mahindra REVA,Series B,"$24,000,000","May 2, 2008",1800000000,21600000,CID9283
Appsdaily Solutions,Seed,"₹50,000,000","Jan 1, 2010",50000000,600000,CID9284
Spice Digital,Funding Round,"$20,000,000","Jul 29, 2011",1500000000,18000000,CID9285
Cleartrip,Venture - Series Unknown,"$3,000,000","Jan 1, 2006",225000000,2700000,CID9286
JHS Svendgaard Laboratories,Venture - Series Unknown,—,"Sep 1, 2006",0,0,CID9287
Quikr,Series D,"$8,000,000","May 9, 2011",600000000,7200000,CID9288
Synergies Castings,Venture - Series Unknown,"₹247,700,000","Sep 1, 2011",247700000,2972400,CID9289
CarTrade,Series B,—,"Feb 18, 2011",0,0,CID9290
Elpro Energy Dimensions,Venture - Series Unknown,"$100,000","May 28, 2005",7500000,90000,CID9291
SatNav Technologies,Series A,"$7,000,000","May 14, 2008",525000000,6300000,CID9292
Tulsi Castings and Machining,Venture - Series Unknown,"₹400,000,000","Mar 30, 2012",400000000,4800000,CID9293
DTL Ancillaries,Private Equity,—,"Mar 26, 2012",0,0,CID9294
Welspun Steel,Private Equity,"$60,000,000","Aug 19, 2011",4500000000,54000000,CID9295
mydala.com,Series A,"$6,000,000","Sep 25, 2011",450000000,5400000,CID9296
Milk Mantra,Angel,—,"Nov 1, 2010",0,0,CID9297
Intepat IP Services,Seed,"$10,000","Sep 1, 2009",750000,9000,CID9298
Indian Oil Tanking,Private Equity,"$5,000,000","Jul 1, 2004",375000000,4500000,CID9299
Wings Intellect,Seed,"$500,000","Nov 1, 2011",37500000,450000,CID9300
Bhagyanagar Gas,Private Equity,"$25,000,000","Dec 23, 2010",1875000000,22500000,CID9301
Endeavor Careers Pvt Ltd,Venture - Series Unknown,—,"Apr 21, 2011",0,0,CID9302
MyBabyCart,Seed,"$175,000","May 1, 2012",13125000,157500,CID9303
authorSTREAM.com,Series A,"$5,000,000","Dec 15, 2010",375000000,4500000,CID9304
Nova Medical Centers,Series A,—,"Jan 1, 2010",0,0,CID9305
Manthan,Seed,"$700,000","Jan 5, 2005",52500000,630000,CID9306
Indu Group,Private Equity,"$29,000,000","Sep 1, 2008",2175000000,26100000,CID9307
Lukup Media,Seed,"$1,000,000","Jan 12, 2012",75000000,900000,CID9308
CleanTech Technology,Seed,"$100,000","Jan 1, 2011",7500000,90000,CID9309
Today's Writing Instruments,Post-IPO Equity,—,"Aug 1, 2005",0,0,CID9310
Vriti Infocom,Series B,"$5,000,000","Aug 25, 2010",375000000,4500000,CID9311
Delhi Airport,Private Equity,"₹955,555,555","Mar 1, 2006",955555555,11466666.66,CID9312
Gokaldas Exports,Post-IPO Equity,"$116,000,000","Aug 20, 2007",8700000000,104400000,CID9313
Milacron India,Private Equity,—,"May 1, 2005",0,0,CID9314
Myntra,Series B,"$14,000,000","Mar 4, 2011",1050000000,12600000,CID9315
Musicfellas,Seed,"$20,000","Mar 1, 2012",1500000,18000,CID9316
Bhadra International,Private Equity,"₹970,000,000","Oct 1, 2010",970000000,11640000,CID9317
STEER Engineering,Venture - Series Unknown,"₹273,000,000","Dec 1, 2007",273000000,3276000,CID9318
VJive,Venture - Series Unknown,"$22,600,000","Jan 4, 2007",1695000000,20340000,CID9319
iCreate Software,Series A,"$3,230,000","Jan 29, 2010",242250000,2907000,CID9320
BigBasket,Series A,"$10,000,000","Mar 5, 2012",750000000,9000000,CID9321
Hoopz Planet Info,Angel,"$1,000,000","Aug 1, 2011",75000000,900000,CID9322
Thriveni Earthmovers,Private Equity,"₹1,500,000,000","Oct 1, 2010",1500000000,18000000,CID9323
Tonbo Imaging,Angel,"$500,000","Jun 17, 2011",37500000,450000,CID9324
Bajaj Auto Finance,Private Equity,"₹450,000,000","Feb 23, 2006",450000000,5400000,CID9325
RuralShores,Venture - Series Unknown,—,"Feb 5, 2010",0,0,CID9326
E2E Networks,Seed,"$40,000","Nov 1, 2009",3000000,36000,CID9327
iimjobs.com,Seed,—,"Mar 27, 2012",0,0,CID9328
CarTrade,Series A,—,"Dec 18, 2009",0,0,CID9329
Action Construction Equipment Ltd.,Venture - Series Unknown,—,"Aug 30, 2005",0,0,CID9330
Territorial Prescience,Private Equity,—,"May 11, 2007",0,0,CID9331
AgentGO,Venture - Series Unknown,"$2,000,000","May 3, 2000",150000000,1800000,CID9332
Visen Industries,Private Equity,"$25,000,000","Jun 22, 2011",1875000000,22500000,CID9333
Shakti Office,Venture - Series Unknown,"₹2,000,000","Jun 1, 2006",2000000,24000,CID9334
Ola,Angel,"$330,000","Apr 21, 2011",24750000,297000,CID9335
Jana Small Finance Bank,Series A,—,"Mar 1, 2007",0,0,CID9336
Startup Freak,Seed,"$10,000","May 25, 2012",750000,9000,CID9337
MARG Group,Venture - Series Unknown,—,"Dec 1, 2007",0,0,CID9338
Jas Toll Road Co,Private Equity,—,"Sep 1, 2008",0,0,CID9339
iPolicy Networks,Series A,"$26,000,000","May 4, 2004",1950000000,23400000,CID9340
GoLive,Non-equity Assistance,—,"Jun 1, 2009",0,0,CID9341
Kumar Properties,Venture - Series Unknown,—,"Dec 11, 2009",0,0,CID9342
G2One Network,Seed,—,"Feb 3, 2012",0,0,CID9343
24 Mantra Organic,Angel,"$89,651","Mar 1, 2006",6723825,80685.9,CID9344
Printo,Seed,"$1,240,000","Aug 1, 2007",93000000,1116000,CID9345
Magic Rooms Solutions India (P) Ltd,Venture - Series Unknown,"$1,490,000","Jul 7, 2010",111750000,1341000,CID9346
Instamedia,Series A,"$4,000,000","Sep 9, 2010",300000000,3600000,CID9347
Vennfer,Venture - Series Unknown,—,"Sep 1, 2008",0,0,CID9348
Ziva Software,Venture - Series Unknown,"$1,700,000","Mar 14, 2007",127500000,1530000,CID9349
Dr Lal PathLabs,Private Equity,"₹1,600,000,000","Aug 24, 2010",1600000000,19200000,CID9350
Kartavya Healtheon,Venture - Series Unknown,—,"Jan 1, 2000",0,0,CID9351
Reliable Autotech,Private Equity,"₹200,000,000","Apr 26, 2007",200000000,2400000,CID9352
Orbster,Seed,"€500,000","Jan 1, 2008",0,0,CID9353
NetzVacation,Series A,—,"May 15, 2009",0,0,CID9354
Plan My food,Seed,"£50,000","May 26, 2011",0,0,CID9355
Qyuki,Series A,"$5,400,000","Feb 14, 2012",405000000,4860000,CID9356
Kraft Powercon,Venture - Series Unknown,"₹400,000,000","Aug 1, 2008",400000000,4800000,CID9357
CSB Bank,Private Equity,—,"Jul 1, 2007",0,0,CID9358
Primus Retail,Venture - Series Unknown,"$12,000,000","Aug 27, 2007",900000000,10800000,CID9359
Gradatim,Venture - Series Unknown,"$3,000,000","Dec 22, 2009",225000000,2700000,CID9360
Visionary RCM,Venture - Series Unknown,"₹150,000,000","Jul 1, 2010",150000000,1800000,CID9361
Himadri Chemicals & Inds,Post-IPO Equity,"$54,000,000","Jan 11, 2010",4050000000,48600000,CID9362
YourNextLeap,Series A,—,"Aug 18, 2011",0,0,CID9363
LurnQ,Seed,—,"Jun 2, 2012",0,0,CID9364
Chiranjjeevi Wind Energy,Private Equity,"₹999,600,000","Apr 28, 2008",999600000,11995200,CID9365
Gramalaya Urban And Rural Development Initiatives And Network,Debt Financing,"$1,000,000","Jan 17, 2012",75000000,900000,CID9366
Indiagames,Funding Round,—,"May 5, 2005",0,0,CID9367
NephroPlus,Series A,"$4,000,000","Jan 1, 2011",300000000,3600000,CID9368
TechProcess Solutions,Venture - Series Unknown,"$6,000,000","Jan 1, 2011",450000000,5400000,CID9369
Access Atlantech Technologies,Venture - Series Unknown,—,"Mar 1, 2006",0,0,CID9370
Nobel Hygiene,Venture - Series Unknown,—,"May 30, 2010",0,0,CID9371
Sterling Developers,Venture - Series Unknown,—,"Apr 1, 2011",0,0,CID9372
Haldia Coke,Private Equity,"₹1,250,000,000","Jul 26, 2010",1250000000,15000000,CID9373
OOH Media,Venture - Series Unknown,—,"Sep 1, 2006",0,0,CID9374
REI Six Ten Retail,Post-IPO Equity,—,"Jan 1, 2011",0,0,CID9375
Skelta Software,Series A,"$1,500,000","Nov 15, 2006",112500000,1350000,CID9376
Groupe Athena,Venture - Series Unknown,"$2,355,000","Mar 3, 2010",176625000,2119500,CID9377
Walsons Services,Funding Round,—,"Nov 29, 2007",0,0,CID9378
GVR Infra Projects Ltd,Private Equity,—,"Jul 1, 2011",0,0,CID9379
Ace Hotel Brokers,Venture - Series Unknown,—,"Jun 1, 2012",0,0,CID9380
iBall,Venture - Series Unknown,—,"Jan 24, 2011",0,0,CID9381
Infrasoft Technologies,Venture - Series Unknown,"$24,800,000","Jul 11, 2007",1860000000,22320000,CID9382
9.9 Media,Venture - Series Unknown,"$7,500,000","Oct 14, 2008",562500000,6750000,CID9383
RG Stone,Private Equity,"₹900,000,000","Mar 1, 2011",900000000,10800000,CID9384
Davanam Jewellers,Venture - Series Unknown,—,"Mar 15, 2012",0,0,CID9385
Intas Pharmaceuticals,Private Equity,"$11,000,000","Jan 1, 2005",825000000,9900000,CID9386
Biltube,Private Equity,"₹450,000,000","Oct 1, 2009",450000000,5400000,CID9387
RG Stone,Private Equity,"$10,000,000","Nov 13, 2007",750000000,9000000,CID9388
Quintegra Solutions,Private Equity,"$49,000,000","Oct 1, 2007",3675000000,44100000,CID9389
Sohan Lal Commodity Management,Venture - Series Unknown,"₹100,000,000","Jun 11, 2010",100000000,1200000,CID9390
Rupeetalk,Seed,"$260,000","Dec 1, 2007",19500000,234000,CID9391
Calorie Care,Private Equity,—,"Jun 1, 2007",0,0,CID9392
MedPlus,Private Equity,"$90,000,000","Mar 14, 2011",6750000000,81000000,CID9393
Shilpa Medicare,Private Equity,—,"Aug 16, 2010",0,0,CID9394
Gingersoft Media,Venture - Series Unknown,"$2,000,000","Nov 29, 2007",150000000,1800000,CID9395
Edutor,Angel,"$400,000","Mar 26, 2012",30000000,360000,CID9396
Ark Builders,Venture - Series Unknown,—,"Jan 21, 2012",0,0,CID9397
Babajob,Series A,—,"Jun 1, 2012",0,0,CID9398
Tirumala Milk Products,Private Equity,"₹1,000,000,000","May 1, 2010",1000000000,12000000,CID9399
Dharti,Venture - Series Unknown,—,"Mar 1, 2008",0,0,CID9400
Shriram Transport Finance Company,Post-IPO Equity,—,"Jan 5, 2005",0,0,CID9401
ApnaCircle Infotech,Venture - Series Unknown,—,"Apr 15, 2008",0,0,CID9402
MedPlus,Private Equity,"₹230,000,000","Mar 22, 2007",230000000,2760000,CID9403
Imperial Spirits,Venture - Series Unknown,"$4,850,000","Jun 1, 2008",363750000,4365000,CID9404
Lestacworld.com - A US Based LLC,Pre-Seed,"$50,000","Jan 19, 1919",3750000,45000,CID9405
Tejas Networks India,Series E,"$24,000,000","Oct 18, 2007",1800000000,21600000,CID9406
Raheja Universal,Venture - Series Unknown,—,"Sep 1, 2010",0,0,CID9407
Dataweave,Pre-Seed,"$20,000","Mar 25, 2012",1500000,18000,CID9408
Hippocampus Learning Centres,Seed,—,"Feb 5, 2012",0,0,CID9409
United Mobile Apps,Angel,"$200,000","Mar 31, 2009",15000000,180000,CID9410
Karvy Group,Private Equity,"$110,000,000","Nov 1, 2007",8250000000,99000000,CID9411
Saholic.com,Seed,—,"Jan 1, 2010",0,0,CID9412
Amanora,Venture - Series Unknown,—,"Aug 2, 2007",0,0,CID9413
United Mobile Apps,Series A,"$1,000,000","Apr 26, 2012",75000000,900000,CID9414
Fintellix Solutions,Series A,"$3,230,000","Jan 29, 2010",242250000,2907000,CID9415
Aegon Life Insurance,Venture - Series Unknown,—,"May 26, 2008",0,0,CID9416
